NR_ZONA,NR_LOCAL_VOTACAO,votos_cristovam,endereco,nome,total_validos,share,NM_LOCAL_VOTACAO,lat,lon
17,1104,905,E Q 4/10 A.E.SETOR SUL,CED 08 - CENTRO EDUCACIONAL 08,10372,8.725414577709218,CED 08 - CENTRO EDUCACIONAL 08,-16.0229464,-48.0784798
5,1503,901,QUADRA 14 AREA ESP. LOTES 24/27,CENTRO EDUCACIONAL LA SALLE,8506,10.592522924994121,CENTRO EDUCACIONAL LA SALLE,-15.6508518,-47.782092
5,1074,900,QUADRA 5 AREA ESPECIAL 5,CENTRO EDUCACIONAL 03,10034,8.969503687462627,CENTRO EDUCACIONAL 03,-15.6496443,-47.8120745
9,1236,898,AREA ESPECIAL 08 MODULO B,COLEGIO ROGACIONISTA,10890,8.246097337006427,COLEGIO ROGACIONISTA,-15.846345,-47.971202
4,1139,898,CL 116 LOTE 1-M,ESCOLA CLASSE 116 DE SANTA MARIA,9404,9.549128030625265,ESCOLA CLASSE 116 DE SANTA MARIA,-16.00272786,-47.9940604
1,1384,888,SGAS 611/612 CONJUNTO E,CEM SETOR LESTE,7872,11.28048780487805,CEM SETOR LESTE,-15.8312522,-47.9068765
4,1520,886,CL 218 LOTE 01 F,ESCOLA CLASSE 218 DE SANTA MARIA,8638,10.25700393609632,ESCOLA CLASSE 218 DE SANTA MARIA,-16.00701885,-47.98742764
16,1163,883,EQNO 03/05 SETOR O,CENTRO DE ENSINO MÉDIO 09,10228,8.633163863903011,CENTRO DE ENSINO MÉDIO 09,-15.7917034,-48.124321
11,1040,881,"SHCES Q. 309, LOTE 01, AREA ESPECIAL, CRUZEIRO NOVO",CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO,8558,10.29446132273896,CENTRO DE ENSINO FUNDAMENTAL ATHOS BULCÃO,-15.7938672,-47.9417302
11,1147,876,"SQSW/EQSW 303/304, LOTE 03, SETOR SUDOESTE",COLÉGIO DROMOS,6316,13.869537682077265,COLÉGIO DROMOS,-15.7993631,-47.9287203
4,1503,874,CL 404 LOTE A,CENTRO DE ENSINO MEDIO 404 DE SANTA MARIA,9200,9.5,CENTRO DE ENSINO MEDIO 404 DE SANTA MARIA,-16.03384702,-48.02666894
16,1155,870,EQNO 17 CONJUNTO H LOTE 02 - EXPANSÃO SETOR O,CENTRO DE ENSINO FUNDAMENTAL 31 (ANTIGO CE 17 E 53),9160,9.497816593886462,CENTRO DE ENSINO FUNDAMENTAL 31 (ANTIGO CE 17 E 53),-15.7982256,-48.1342658
18,1058,867,SHIS QI 09 COMERCIO LOCAL  LOTE H,CENTRO EDUCACIONAL DO LAGO SUL - C.E.L.,6296,13.770648030495552,CENTRO EDUCACIONAL DO LAGO SUL - CEL,-15.8390135,-47.8767217
4,1511,864,CL 213 LOTE 01 - G,CENTRO DE ENSINO FUNDAMENTAL 213 DE SANTA MARIA,9438,9.15448188175461,CENTRO DE ENSINO FUNDAMENTAL 213 DE SANTA MARIA,-16.00866677,-48.00317899
14,1457,863,SGAN 916 MODULO D,CENTRO UNIVERSITARIO UNIEURO - UNIDADE ASA NORTE,6678,12.92303084755915,COLÉGIO IDEAL,-15.7417805,-47.9018561
4,1562,859,CL 316 LOTE 1-A,CENTRO DE ENSINO FUNDAMENTAL 316 DE SANTA MARIA,9408,9.130527210884354,CENTRO DE ENSINO FUNDAMENTAL 316 DE SANTA MARIA,-16.01115352,-47.99470489
18,1139,856,QUADRA 202/203 AREA ESPECIAL -RESIDENCIAL OESTE,CENTRO DE ENSINO MÉDIO 01 DE SAO SEBASTIAO,7690,11.131339401820545,CENTRO DE ENSINO MÉDIO 01 - CENTRÃO,-15.9014625,-47.7792896
3,1333,849,QNJ 56 AREA ESPECIAL N. 16,CENTRO EDUCACIONAL N 5,11630,7.300085984522786,CENTRO DE ENSINO MÉDIO 05,-15.8145584,-48.0877832
6,1910,844,ESTÂNCIA NOVA PLANALTINA QUADRA 01 ÁREA ESPECIAL,ESCOLA CLASSE 15,7260,11.62534435261708,ESCOLA CLASSE 15,-15.6184137,-47.6852786
2,1511,843,SHIN CA 02 LOTE 24 LAGO NORTE,CENTRO EDUCACIONAL DO LAGO NORTE,7450,11.315436241610739,CENTRO EDUCACIONAL DO LAGO NORTE,-15.7182288,-47.8795755
5,1058,842,QUADRA 3 AREA ESPECIAL 1/2,ESCOLA CLASSE 15,9542,8.82414588136659,ESCOLA CLASSE 15,-15.6522792,-47.8088243
20,1031,839,EQNN 18/20,CENTRO DE ENSINO FUNDAMENTAL 19,10564,7.9420673987126085,CENTRO DE ENSINO FUNDAMENTAL 19,-15.82647,-48.1145881
4,1180,838,CL 308 LOTE 1-B,CENTRO DE ENSINO FUNDAMENTAL 308 DE SANTA MARIA,10682,7.844972851525932,CENTRO DE ENSINO FUNDAMENTAL 308 DE SANTA MARIA,-16.02726211,-48.02291628
6,1899,838,Q. 10K CONJ.C - ÁREA ESPECIAL - ST. HAB. ARAPOANGA,CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES,7506,11.164401811883826,CENTRO EDUCACIONAL DONA AMÉRICA GUIMARÃES,-15.6362664,-47.6327492
1,1961,835,SEPS 712/912 CONJUNTO A,UPIS - UNIAO PIONEIRA DE INTEGRACAO SOCIAL,7034,11.870912709695764,UPIS - UNIAO PIONEIRA DE INTEGRACAO SOCIAL,-15.8151904,-47.9160807
16,1074,834,EQNO 11/13 - SETOR O,CENTRO EDUCACIONAL 14 (ANTIGO CE 15),9588,8.69837296620776,CENTRO EDUCACIONAL 14 (ANTIGO CE 15),-15.7938996,-48.1295468
5,1139,834,QUADRA 12 AREA ESPECIAL 5,CENTRO EDUCACIONAL 02,9216,9.049479166666668,CENTRO EDUCACIONAL 02,-15.6482312,-47.7861616
9,1112,831,EQ 13/15  AE B,CENTRO DE ENSINO FUNDAMENTAL 8,7668,10.837245696400625,CENTRO DE ENSINO FUNDAMENTAL 8,-15.8275993,-47.9785398
19,1252,826,"COLÔNIA AGRÍCOLA VICENTE PIRES - RUA 08, CHAC. 207, LOTES 02/04",COLÉGIO DJ,9614,8.591637195756189,COLÉGIO DJ,-15.8031726,-48.0418195
13,1317,823,QS 108/110 AE 01,ESCOLA CLASSE 108,11074,7.431822286436699,ESCOLA CLASSE 108,-15.87231283,-48.07494236
17,1392,814,E Q 29/33  PR 03 A E. SETOR LESTE,CENTRO ENSINO FUNDAMENTAL 04 DO GAMA,9666,8.421270432443617,CENTRO ENSINO FUNDAMENTAL 04 DO GAMA,-16.0271681,-48.0564576
6,1139,812,SETOR EDUCACIONAL LOTES A/B,CENTRO EDUCACIONAL 01,8410,9.655172413793103,CENTRO EDUCACIONAL 01,-15.6198276,-47.6516849
4,1147,812,Q.203 AREA ESPECIAL,ESCOLA CLASSE 203,9542,8.509746384405785,ESCOLA CLASSE 203,-16.03769406,-48.03318135
2,1457,811,QUADRA 26 CONJ G ÁREA ESPECIAL,CENTRO DE ENSINO FUNDAMENTAL 03 DO PARANOÁ,8674,9.349780954576897,CENTRO DE ENSINO FUNDAMENTAL 03 DO PARANOÁ,-15.7650179,-47.7793309
21,1155,811,QD 401 AE CONJUNTO 08 LT 01,ESCOLA CLASSE 401 DO RECANTO DAS EMAS,8350,9.7125748502994,ESCOLA CLASSE 401 DO RECANTO DAS EMAS,-15.9090265,-48.0566452
10,1295,808,3 AVENIDA AE 5 LOTE A/F,ESCOLA SALESIANA SAO DOMINGOS SAVIO,8922,9.056265411342748,ESCOLA SALESIANA SAO DOMINGOS SAVIO,-15.8725747,-47.9704784
11,1180,807,"SIG QUADRA 08, LOTE 2225, PARTE F, SIG",ESCOLA CANADENSE MAPLE BEAR,6054,13.330029732408324,ESCOLA CANADENSE DE BRASÍLIA ( ANTIGA MAPLE BEAR ),-15.7956497,-47.9149087
5,1538,807,AR 10 CONJUNTO 09 LOTE 01,CENTRO EDUCACIONAL 04,8734,9.239752690634303,CENTRO EDUCACIONAL 04,-15.6462144,-47.8259604
1,1376,804,SGAS 602 PROJ D,CEJA ASA SUL C.E.S.A.S.,6348,12.665406427221171,CEJA ASA SUL C.E.S.A.S.,-15.8094757,-47.8824921
4,1619,799,E/Q 417/418 - 517/518 - LOTE 01,CENTRO DE ENSINO FUNDAMENTAL 418 DE SANTA MARIA,7494,10.661862823592207,CENTRO DE ENSINO FUNDAMENTAL 418 DE SANTA MARIA,-16.01393392,-47.9864902
2,1023,799,QD 30 CJ L LT 17,ESCOLA CLASSE 02 DO PARANOA,7118,11.22506322000562,ESCOLA CLASSE 02 DO PARANOA,-15.7639351,-47.7784965
15,1309,798,SETOR C 07 - PARTE B - AE P/ IGREJA CATÓLICA,CENT EDUC STELLA MARIS,9192,8.681462140992167,CENTRO EDUC STELLA MARIS,-15.8322195,-48.0561993
16,1082,797,EQNO 13/15 - SETOR O,ESCOLA CLASSE 33,9124,8.735203857957037,ESCOLA CLASSE 33,-15.7884434,-48.1313352
5,1112,796,QUADRA 10 RUA 4 AREA ESPECIAL 4/5,CENTRO DE ENSINO FUNDAMENTAL 05,8518,9.34491664710026,CENTRO DE ENSINO FUNDAMENTAL 05,-15.6438918,-47.7976722
3,1376,793,QNL 1 AREA ESPECIAL N.1,CENTRO EDUCACIONAL N 6,9614,8.248387767838569,CENTRO EDUCACIONAL 06,-15.8311317,-48.0787005
6,1678,792,DF 14 LT 63/67 COND. ESTÂNCIA PLANALTINA,ESCOLA CLASSE ESTÂNCIA,5992,13.21762349799733,ESCOLA CLASSE ESTÂNCIA,-15.6057955,-47.6701594
8,2011,788,EQNM 05/07,CENTRO DE ENSINO FUNDAMENTAL 07,9618,8.192971511748805,CENTRO DE ENSINO FUNDAMENTAL 07,-15.8305053,-48.0994863
18,1201,787,AREA INSTITUCIONAL N. 02 RESIDENCIAL DO BOSQUE,CENTRO DE ENSINO DO BOSQUE,6678,11.784965558550464,CENTRO DE ENSINO FUNDAMENTAL DO BOSQUE,-15.9051513,-47.7568029
2,1236,784,QD 14 CJ F LT 01,ESCOLA CLASSE 04 DO PARANOA,6928,11.316397228637413,ESCOLA CLASSE 04 DO PARANOA,-15.773077,-47.776929
15,1120,780,QSA 03/05 ÁREA ESPECIAL,CEMAB - CENTRO DE ENSINO MÉDIO AVE BRANCA,9216,8.463541666666668,CEMAB - CENTRO DE ENSINO MÉDIO AVE BRANCA,-15.83575074,-48.05360304
19,1155,779,QNB 01 AE 01 SETOR CENTRAL,CENTRO ENS MÉDIO EIT,9128,8.534180543382998,CENTRO ENS MÉDIO EIT,-15.8330382,-48.0584267
9,1066,777,QE 12 AE A,CENTRO DE ENSINO FUNDAMENTAL 4,8934,8.697112155809268,CENTRO DE ENSINO FUNDAMENTAL 4,-15.8179894,-47.9880191
4,1163,775,QR 417 LOTE A,CENTRO DE ENSINO MEDIO 417 DE SANTA MARIA,7888,9.825050709939148,CENTRO DE ENSINO MEDIO 417 DE SANTA MARIA,-16.01154671,-47.99050396
8,1791,773,QNP 09 - SETOR P NORTE,CENTRO EDUCACIONAL 05-(CEF 25),10662,7.250046895516789,CENTRO EDUCACIONAL 05-(CEF 25),-15.8150692,-48.1280841
16,1180,773,AREA ESPECIAL FRENTE MODULO 07 -  CONDOMINIO PRIVE,CENTRO DE ENSINO FUNDAMENTAL 30,6380,12.115987460815047,CENTRO DE ENSINO FUNDAMENTAL 30,-15.7858267,-48.1380054
14,1082,773,SEPN 702 LOTE B,COLEGIO MARISTA JOAO PAULO II,6366,12.14263273641219,COLEGIO MARISTA JOAO PAULO II,-15.78208,-47.8879417
8,1325,771,EQNM 04/06                                         ,ESCOLA CLASSE 06,8168,9.439275220372185,ESCOLA CLASSE 06,-15.8109826,-48.1105795
21,1180,767,QD 106 - ÁREA ESPECIAL,CENTRO DE ENSINO FUNDAMENTAL 106 DO RECANTO DAS EMAS,8718,8.797889424179859,CENTRO DE ENSINO FUNDAMENTAL 106 DO RECANTO DAS EMAS,-15.9055665,-48.0818623
20,1104,767,QNP 16  A.E,CENTRO EDUCACIONAL 06,9644,7.953131480713396,CENTRO EDUCACIONAL 06,-15.8441334,-48.1157958
11,1082,764,"SHCES Q 807,  ÁREA ESPECIAL, CRUZEIRO NOVO",ESCOLA CLASSE 06,7260,10.523415977961433,ESCOLA CLASSE 06,-15.7940477,-47.9375905
5,1171,764,QUADRA 15 AREA ESPECIAL 2,CENTRO DE ENSINO FUNDAMENTAL 04,9000,8.488888888888889,CENTRO DE ENSINO FUNDAMENTAL 04,-15.646375,-47.7783367
6,1864,763,COND. MESTRE DARMAS MOD 1 LOTE 13,CENTRO EDUCACIONAL POMPILIO MARQUES DE SOUZA,7586,10.058001581861324,CENTRO EDUCACIONAL POMPILIO MARQUES DE SOUZA,-15.5993133,-47.6830344
6,1872,762,EQ 15/16 CONJ. I AREA ESPECIAL-ARAPOANGA,ESCOLA CLASSE 01 DO ARAPOANGA,6226,12.238997751365241,ESCOLA CLASSE 01 DO ARAPOANGA,-15.6397664,-47.6359265
14,1040,760,SGAN 911 MODULO B,COLEGIO SANTA DOROTEIA,5810,13.080895008605854,COLEGIO SANTA DOROTEIA,-15.7577851,-47.8995811
2,1228,758,QUADRA 17 CONJ. C LOTE 08,ESCOLA CLASSE 03 DO PARANOA,6736,11.252969121140142,ESCOLA CLASSE 03 DO PARANOA,-15.773172,-47.7808929
8,1813,755,EQNP 13/09 - SETOR P NORTE,ESCOLA CLASSE 35,9240,8.170995670995671,ESCOLA CLASSE 35,-15.8123806,-48.1292357
14,1490,751,SGAN 912 MODULO A/B,CENTRO DE ENSINO FUNDAMENTAL 7 DE BRASILIA,6130,12.251223491027732,CENTRO DE ENSINO FUNDAMENTAL 7 DE BRASILIA,-15.7550554,-47.8986904
19,1228,750,COLÔNIA AGRÍCOLA VICENTE PIRES RUA 06 CH 255 LT 2/4,COLÉGIO ALUB (ANTIGO INSTITUTO EDUCACIONAL SAGARANA,8194,9.15303880888455,COLÉGIO KAIRÓS (ANTIGO INSTITUTO EDUCACIONAL SAGARANA,-15.8086744,-48.0417792
19,1147,749,CNB 14 LOTE 07 A 10,FACULDADE PROJECAO,9030,8.294573643410853,FACULDADE PROJECAO,-15.8210028,-48.0648674
13,1201,749,QS 431 AE 01,ESCOLA CLASSE 431,9322,8.0347564900236,ESCOLA CLASSE 431,-15.89555876,-48.14356206
9,1139,747,EQ 24/26 AE A,ESCOLA CLASSE 6,7632,9.787735849056604,ESCOLA CLASSE 6,-15.829948,-47.984436
17,1376,746,E/Q 18/21 AREA ESPECIAL - SETOR LESTE,CENTRO DE ENSINO MEDIO 01 DO GAMA,9864,7.562854825628548,CENTRO DE ENSINO MEDIO 01 DO GAMA,-16.0184553,-48.0539917
17,1015,736,E Q 16/18  A E  SETOR CENTRAL TEL 484 8226,CENTRO INTERESCOLAR DE LINGUAS - CIL,9656,7.622203811101906,CENTRO INTERESCOLAR DE LINGUAS - CIL,-16.0183809,-48.0685368
16,1147,732,EQNO 09/11 - SETOR O,ESCOLA CLASSE 31,7612,9.616395165528113,ESCOLA CLASSE 31,-15.7990799,-48.1275362
1,1902,732,SGAS 609 MODULO A,COLEGIO MARISTA DE BRASILIA,6096,12.007874015748031,COLEGIO MARISTA DE BRASILIA,-15.8253566,-47.9000934
21,1201,728,QN 512 CONJUNTO 06 AE,ESCOLA CLASSE 512 DE SAMAMBAIA,8850,8.225988700564972,ESCOLA CLASSE 512 DE SAMAMBAIA,-15.8788714,-48.0681783
8,1341,725,EQNM 08/10                                            ,CENTRO DE ENSINO 20,8312,8.7223291626564,CENTRO DE ENSINO 20,-15.8014398,-48.1165698
9,1058,722,QE 07 AE M,CENTRO ENSINO MEDIO 01  DO GUARA - CEM (GG),7652,9.435441714584423,CENTRO ENSINO MEDIO 01  DO GUARA - CEM (GG),-15.818426,-47.9808129
8,1970,719,EQNN  04/06                                         ,ESCOLA CLASSE 21,8020,8.965087281795512,ESCOLA CLASSE 21,-15.8274276,-48.1057761
14,1384,715,SQN 115,ESCOLA CLASSE 115 NORTE,4960,14.415322580645162,ESCOLA CLASSE 115 NORTE,-15.7412867,-47.8926141
17,1058,714,EQ 16/26 E 19/22 A.E. S.OESTE,CEF 10,9196,7.764245324053936,CEF 10,-16.0142508,-48.0749407
8,1406,706,EQNN 01/03,ESCOLA CLASSE 07 ( CEF 35 ),7874,8.966217932435864,ESCOLA CLASSE 07 ( CEF 35 ),-15.8180779,-48.1121004
18,1090,706,RUA 01 N.101 SETOR TRADICIONAL,CENTRO DE ENSINO CERAMICA SAO PAULO,6320,11.170886075949367,CENTRO DE ENSINO FUNDAMENTAL CERÂMICA SÃO PAULO,-15.8878014,-47.7790286
13,1171,705,QN 415/417 AE 01,ESCOLA CLASSE 415,7764,9.080370942812984,,,
4,1627,705,CL 403 - LOTE 1-A,CENTRO DE ENSINO FUNDAMENTAL 403 DE SANTA MARIA,7740,9.108527131782946,CENTRO DE ENSINO FUNDAMENTAL 403 DE SANTA MARIA,-16.03782863,-48.02643232
17,1333,703,EQ 18/21 PR. 2 A.E. S.LESTE,ESCOLA CLASSE 01 DO GAMA,9030,7.78516057585825,ESCOLA CLASSE 01 DO GAMA,-16.0174552,-48.0548111
10,1198,703,QN 01 LOTE 01/02,CENTRO DE ENSINO TELEBRASILIA,9746,7.213215678226965,CENTRO DE ENSINO TELEBRASILIA,-15.8795278,-48.0058575
16,1040,702,QNQ 4 LOTE A SETOR Q,ESCOLA CLASSE 61,8296,8.461909353905495,ESCOLA CLASSE 61,-15.8051236,-48.1440238
2,1619,701,"QUADRA 378, CONJUNTO N, ÁREA ESPECIAL, NÚMERO 2",CENTRO DE ENSINO FUNDAMENTAL DRA. ZILDA ARNS,9674,7.24622700020674,CENTRO DE ENSINO FUNDAMENTAL DRA. ZILDA ARNS,-15.7391941,-47.7623306
6,1082,701,AV. SÃO PAULO QD 52 LOTE B,CENTRO DE ENSINO FUNDAMENTAL 02,8086,8.669304971555777,CENTRO DE ENSINO FUNDAMENTAL 02,-15.6219941,-47.6566037
13,1015,699,QS 404 AREA ESPECIAL 01,CENTRO DE ENSINO FUNDAMENTAL 404,9476,7.3765301815111854,CENTRO DE ENSINO FUNDAMENTAL 404,-15.86690726,-48.08469
21,1147,698,QD 301 AE,CENTRO DE ENSINO FUNDAMENTAL 301 DO RECANTO DAS EMAS,8730,7.995418098510881,CENTRO DE ENSINO FUNDAMENTAL 301 DO RECANTO DAS EMAS,-15.909003,-48.0848959
18,1082,698,RUA DA GAMELEIRA 331 CENTRO,ESCOLA CLASSE CERAMICA DA BENCAO,6392,10.919899874843555,ESCOLA CLASSE CERAMICA DA BENCAO,-15.9045722,-47.7695692
3,1457,694,EQNM 36/38 AREA ESPECIAL,CENTRO EDUCACIONAL N 07,8804,7.882780554293503,CENTRO EDUCACIONAL 07,-15.8046791,-48.1000035
2,1015,689,QD 26 CJ G LT 01 - AREA ESPECIAL,ESCOLA CLASSE 01 DO PARANOA,5930,11.618887015177066,ESCOLA CLASSE 01 DO PARANOA,-15.76474748,-47.77840761
15,1023,688,QSA 03/04 ÁREA ESPECIAL,CEF Nº 15,8472,8.120868744098205,CEF Nº 15,-15.83466363,-48.05442931
16,1104,686,QNQ 01 - AREA ESPECIAL,ESCOLA CLASSE 62,8176,8.39041095890411,ESCOLA CLASSE 62,-15.8039749,-48.139221
13,1414,681,QS 414 AE 01,CENTRO DE ENSINO MÉDIO 414,9578,7.110043850490707,CENTRO DE ENSINO MÉDIO 414,-15.85936765,-48.07184004
21,1112,678,QD 111 AE 1,CENTRO DE ENSINO MEDIO 111 DO RECANTO DAS EMAS,8716,7.778797613584213,CENTRO DE ENSINO MÉDIO 111 DO RECANTO DAS EMAS,-15.9124337,-48.0987998
21,1082,677,QN 504 CONJUNTO 09 AREA ESPECIAL 01,CENTRO DE ENSINO FUNDAMENTAL 504 DE SAMAMBAIA,9486,7.136833227914822,CENTRO DE ENSINO FUNDAMENTAL 504 DE SAMAMBAIA,-15.8822625,-48.0783151
13,1325,674,QN 120/122 CONJUNTO 04 LOTE 01,CENTRO DE ENSINO FUNDAMENTAL 120,8772,7.683538531691747,CENTRO DE ENSINO FUNDAMENTAL 120,-15.8698287,-48.05970845
20,1163,672,EQNP 28/32,CENTRO DE ENSINO FUNDAMENTAL 14,8072,8.325074331020813,CENTRO DE ENSINO FUNDAMENTAL 14,-15.8469065,-48.1244384
18,1163,671,BR 251 KM 07 - PAD/DF,CENTRO DE ENSINO PAD/DF,3952,16.978744939271255,CENTRO EDUCACIONAL DO PAD/DF,-16.0097699,-47.5570345
5,1759,671,Q 04  AREA S/N,FACULDADE PROJEÇÃO,6504,10.316728167281672,FACULDADE PROJEÇÃO,-15.6562522,-47.8044817
18,1031,671,QD 303 CONJ 01 LOTE 34,ESCOLA CLASSE 303 DE SÃO SEBASTIÃO,6374,10.5271415123941,ESCOLA CLASSE 303,-15.9033309,-47.7820688
4,1660,670,CL 310 - CONJ H - AREA ESPECIAL,CENTRO EDUCACIONAL 310 DE SANTA MARIA,7990,8.385481852315396,CENTRO EDUCACIONAL 310 DE SANTA MARIA,-16.02340715,-48.01646825
18,1066,670,SHIS QI 15 AREA ESPECIAL 02,CENTRO DE ENSINO FUNDAMENTAL 06 DE BRASILIA,4886,13.71264838313549,CENTRO DE ENSINO FUNDAMENTAL 06 DE BRASÍLIA,-15.8559027,-47.8776218
1,1236,668,SGAS 906  CONJUNTO E LOTE 06,CENTRO EDUCACIONAL LA SALLE,5026,13.290887385594907,CENTRO EDUCACIONAL LA SALLE,-15.8017825,-47.8996432
13,1147,668,QR 325 AREA ESPECIAL 01,ESCOLA CLASSE 325,7492,8.916177255739456,ESCOLA CLASSE 325,-15.89743994,-48.12264712
18,1120,667,QUADRA 16 AREA ESPECIAL BAIRRO SAO JOSE,CENTRO DE ENSINO FUNDAMENTAL SAO JOSE,6320,10.55379746835443,CENTRO EDUCACIONAL SAO JOSE,-15.9126381,-47.7595262
9,1031,667,QE 4 AE J,CENTRO DE ENSINO FUNDAMENTAL 1,7674,8.691686213187385,CENTRO DE ENSINO FUNDAMENTAL 1,-15.812763,-47.9883101
20,1112,667,EQNP 14/18,ESCOLA CLASSE 43,7962,8.377292137653857,ESCOLA CLASSE 43,-15.8438018,-48.1103143
2,1350,667,QUADRA 31 CJ. F  AREA ESPECIAL,CENTRO EDUCACIONAL DARCY RIBEIRO,7076,9.426229508196721,CENTRO EDUCACIONAL DARCY RIBEIRO,-15.7625092,-47.7831292
20,1015,665,EQNP 32/36,ESCOLA CLASSE 52,8162,8.147512864493997,ESCOLA CLASSE 52,-15.8514925,-48.1210664
9,1287,665,QE 20 AREA ESPECIAL E,COLEGIO PROJEÇÃO,6616,10.051390568319226,COLEGIO PROJEÇÃO,-15.8196595,-47.9835818
20,1171,664,EQNP 30/34,CENTRO DE ENSINO FUNDAMENTAL 13,8376,7.927411652340019,CENTRO DE ENSINO FUNDAMENTAL 13,-15.8492055,-48.1178747
18,1155,662,QUADRA 104 CJ. 01 LOTE 01 BAIRRO RESIDENCIAL OESTE SAO SEBASTIAO,ESCOLA CLASSE 104 DE SAO SEBASTIAO,6128,10.802872062663186,ESCOLA CLASSE 104,-15.896373,-47.7828464
18,1309,661,SHIS QI 26 CJ H ÁREA ESPECIAL,CENTRO EDUCACIONAL DOM JOSÉ,5146,12.844928099494753,COLÉGIO DOM JOSÉ,-15.8241102,-47.8067134
13,1597,660,QR 409 AE 01,CAIC HELENA REIS,8466,7.7958894401133945,CAIC HELENA REIS,-15.87698977,-48.10550186
18,1074,653,SHIS QI 29 LOTE A,INSTITUTO ISRAEL PINHEIRO,4948,13.197251414713016,CCIP - CENTRO DE CONVENÇÕES ISRAEL PINHEIRO,-15.7956216,-47.7996375
17,1074,652,EQ 5/11 A.E. SETOR SUL,CEM 03,8080,8.06930693069307,CEM 03,-16.0365983,-48.0639047
20,1074,652,QNP 10 A.E,CENTRO DE ENSINO FUNDAMENTAL 18,8814,7.397322441570229,CENTRO DE ENSINO FUNDAMENTAL 18,-15.8370785,-48.1156164
6,1031,649,EQ 03/04 LOTE H-SRL,CENTRO DE ENSINO FUNDAMENTAL 08 DE PLANALTINA,6034,10.755717600265164,CENTRO DE ENSINO FUNDAMENTAL 08 DE PLANALTINA,-15.6213731,-47.6457829
6,1716,647,RUA HUGO LOBO QD 97 AREA ESPECIAL,CENTRO EDUCACIONAL STELLA DOS CHERUBINS GUIMARÃES TROIS,6662,9.711798258781148,CENTRO EDUCACIONAL STELLA DOS CHERUBINS GUIMARÃES TROIS,-15.63104,-47.6599327
11,1015,647,"SRES AREA ESPECIAL F, LOTE G, CRUZEIRO VELHO",CENTRO EDUCACIONAL 01,6358,10.17615602390689,CENTRO DE ENSINO MÉDIO INTEGRADO DO CRUZEIRO - CEMI DO CRUZEIRO,-15.78324472,-47.93780577
5,1082,643,QUADRA 6 AREA ESPECIAL 3,CENTRO DE ENSINO FUNDAMENTAL 03,6338,10.145156200694224,CENTRO DE ENSINO FUNDAMENTAL 03,-15.6508567,-47.7996267
8,1490,642,EQNP 05/01 - SETOR P NORTE,CENTRO DE ENSINO 23-(CENTRO EDUCACIONAL 11),7764,8.268933539412673,CENTRO DE ENSINO 23-(CENTRO EDUCACIONAL 11),-15.8228021,-48.125118
9,1163,641,EQ 34/36 AE B,CENTRO EDUCACIONAL 1,7572,8.46539883782356,CENTRO EDUCACIONAL 1,-15.8434501,-47.968274
14,1120,640,SQN  316,ESCOLA CLASSE 316 NORTE,4320,14.814814814814813,CENTRO DE EDUCACAO INFANTIL 316 NORTE,-15.739048,-47.8964001
13,1546,638,QR 304 CONJUNTO 04 LOTE 01,CENTRO DE ENSINO MÉDIO 304,8878,7.186303221446272,CENTRO DE ENSINO MÉDIO 304,-15.87966691,-48.07943318
21,1171,637,QD. 101 CONJ. 10B LOTES 1/2 RECANTO DAS EMAS,CENTRO DE ENSINO FUNDAMENTAL 101 DO RECANTO DAS EMAS,8120,7.844827586206897,CENTRO DE ENSINO FUNDAMENTAL 101 DO RECANTO DAS EMAS,-15.9000864,-48.0571957
10,1090,636,3  AVENIDA AREA ESPECIAL 04,CENTRO DE ENSINO MÉDIO 01,7926,8.024224072672217,CENTRO DE ENSINO MÉDIO URSO BRANCO,-15.8722555,-47.9691052
19,1074,635,QNG 40 AREA ESPECIAL 5/6,COLEGIO JESUS MARIA JOSE,7730,8.214747736093143,COLEGIO JESUS MARIA JOSE,-15.80394,-48.0731382
9,1244,632,QE 08 AREA ESPECIAL 1,COLEGIO/FACULDADE JK,7172,8.812046848856665,COLEGIO ELITE (ANTIGO JK),-15.8124054,-47.9896604
6,1651,631,QD 13 CONJ A LT 01 BURITIS III,ESCOLA CLASSE 14,5252,12.014470677837014,ESCOLA CLASSE 14,-15.61384101,-47.63190345
13,1449,630,QN 318 CONJUNTO 04 LOTE 01,ESCOLA CLASSE 318,8240,7.6456310679611645,ESCOLA CLASSE 318,-15.8758137,-48.06296216
1,2208,630,SGAS 907/908 MÓDULOS 25/26,CIL - CENTRO INTERESCOLAR DE LÍNGUAS (ELEFANTE BRANCO),4302,14.644351464435147,CIL - CENTRO INTERESCOLAR DE LÍNGUAS,-15.8083674,-47.9090913
1,1244,627,EQS 313/314 AREA ESPECIAL,ESCOLA PARQUE 313/314 SUL,4382,14.30853491556367,ESCOLA PARQUE 313/314 SUL,-15.8242676,-47.9210258
16,1546,625,"QUADRA 36 AE 03, VILA SÃO JOSÉ",CENTRO ENSINO MÉDIO Nº 02,5438,11.493196027951452,CENTRO ENSINO MÉDIO Nº 02,-15.6662732,-48.1966249
14,1619,624,EQN 210/211 A/E,ESCOLA PARQUE 210 NORTE,4206,14.835948644793154,ESCOLA PARQUE 210 NORTE,-15.754144,-47.8833441
